"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"hoop",2988,481038,"100","1"
"modern wall art",2497,1353658,"100","1"
"diamond",2491,991103,"100","1"
"applique",2453,625306,"100","2"
"boho decor",2388,1108693,"100","3"
"diamond painting",2350,38138,"61","1"
"unique wall art",2263,542124,"100","2"
"whimsical",2249,863131,"100","2"
"handmade gift",2232,2462067,"100","1"
"textile wall art",2016,43213,"67","1"
"decorative pillows",1954,150579,"94","1"
"mandala",1715,172485,"100","2"
"boho wall art",1739,654445,"100","1"
"boho wall decor",1583,706188,"100","2"
"quilting fabric",1518,1619799,"100","2"
"gallery wall art",1504,372118,"100","1"
"folk art",1431,265713,"100","2"
"cat cross stitch",1422,33072,"68","1"
"funny cross stitch",1326,55123,"81","2"
"small wall art",1297,166204,"100","1"
"square",1278,1199591,"100","1"
"cat lover gift",1220,502790,"100","1"
"diy gift",1213,670056,"100","2"
"bauhaus",1110,27179,"69","1"
"cottage",1133,599180,"100","1"
"counted cross stitch",1098,216630,"100","6"
"quilt fabric",1033,1620275,"100","1"
"trendy",952,2185260,"100","2"
"aesthetic wall art",997,587622,"100","1"
"pixel",801,169306,"100","3"
"gift ideas",799,2690729,"100","2"
"tree art",812,1377325,"100","2"
"sarong",804,14656,"63","1"
"handmade gifts",776,2462603,"100","2"
"brother",729,282143,"100","1"
"woman",759,18858031,"100","1"
"download",706,10243975,"100","2"
"ribbons",728,738858,"100","1"
"textile art",635,75815,"100","3"
"needlepoint patterns",591,294384,"100","3"
"pixel art",560,70488,"100","3"
"modern decor",513,1904467,"100","3"
"instant download",440,3673189,"100","12"
"needlepoint pattern",444,297887,"100","5"
"colorful art",394,913310,"100","2"
"atomic",373,52387,"100","1"
"script",331,153241,"100","2"
"beaded",313,3942257,"100","1"
"double",254,602944,"100","2"
"tassels",291,152067,"100","1"
"mixed media art",267,214498,"100","1"
"modern cross stitch",233,152370,"100","11"
"digital pattern",211,1645527,"100","3"
"wall decor art",198,14890604,"100","2"
"batik",203,1282678,"100","2"
"floral cross stitch",198,66010,"100","1"
"bohemian wall art",203,436313,"100","1"
"contemporary art",197,770958,"100","1"
"iron on transfer",226,216304,"100","1"
"diy craft kit",220,470387,"100","1"
"crossstitch",215,64081,"100","1"
"gift for niece",203,52018,"100","1"
"geometric art",146,1141393,"100","1"
"color wheel",152,5706,"79","1"
"yellow wall art",108,552394,"100","1"
"bird lover gift",123,140419,"100","1"
"crochet bookmark",120,6333,"86","1"
"stitch sampler",120,54414,"100","1"
"woodland wall art",105,143223,"100","1"
"body positive",106,17964,"100","1"
"funny home decor",122,1395487,"100","1"
"hair salon wall art",103,7719,"94","1"
"colorful",116,1955344,"100","1"
"navy blue",98,342585,"100","1"
"by the yard",44,1046024,"100","2"
"botanical line art",28,31238,"100","1"
"stained glass design",53,50402,"100","1"
"vintage cross stitch",34,99917,"100","1"
"handmade craft",43,701592,"100","1"
"line art template",43,33491,"100","1"
"cross stitch flower",29,75643,"100","1"
"lurex",53,5919,"100","1"
"pdf download",71,1294194,"100","1"
"cording",38,277237,"100","1"
"pdf pattern",4,1236972,"100","10"
"hoop art",2,89081,"100","8"
"cross stitch pdf",13,355683,"100","8"
"beginner friendly",1,53238,"100","5"
"cross stitch chart",8,170609,"100","4"
"printable pattern",1,324397,"100","4"
"easy cross stitch",8,95439,"100","4"
"minimalist pattern",1,56585,"100","3"
"cross stitch art",25,247816,"100","3"
"pdf cross stitch",5,355702,"100","3"
"pillow cover fabric",1,28745,"100","3"
"flower cross stitch",18,78291,"100","3"
"collectible art",1,14475135,"100","2"
"simple cross stitch",8,25390,"100","2"
"geometric",9,1716036,"100","2"
"geometric pattern",5,201522,"100","2"
"art quilt",6,164643,"100","2"
"one of a kind",6,411384,"100","2"
"modern monogram",2,21025,"100","2"
"stacked",6,437555,"100","2"
"bean stitch",10,14482,"100","2"
"handwritten",4,71522,"100","2"
"boho floral",7,702127,"100","2"
"nature inspired art",8,155623,"100","2"
"neutral decor",14,544753,"100","2"
"home cross stitch",3,113104,"100","2"
"retro cross stitch",4,12494,"100","2"
"boho cross stitch",16,10397,"100","2"
"beginner pattern",2,258321,"100","2"
"craft fabric",2,1893638,"100","2"
"needle work",1,6947,"100","2"
"diy decor",1,685522,"100","2"
"embriodery",1,2068,"100","2"
"riley blake designs",5,53170,"100","2"
"expressions",3,46215,"100","2"
"victorian garden",3,18115,"100","2"
"woman portrait",19,211237,"100","2"
"elegant woman",1,256036,"100","2"
"nature cross stitch",10,30290,"100","2"
"fiber artwork",3,7665,"100","1"
"atomic pink",2,5344,"100","1"
"wavy lines",1,2604,"100","1"
"ocean wave pattern",1,5510,"100","1"
"winter landscape",11,137237,"100","1"
"mountain landscape",9,218839,"100","1"
"snowy landscape",3,55802,"100","1"
"geometric cat art",3,14286,"100","1"
"hummingbird pdf",1,1745,"100","1"
"colorful bird",7,55158,"100","1"
"colorful decor",8,905814,"100","1"
"cozy home decor",8,659499,"100","1"
"creation art",2,32714,"100","1"
"modern line art",2,77608,"100","1"
"modern floral",3,310509,"100","1"
"diy digital download",1,360866,"100","1"
"handmade gift idea",2,190638,"100","1"
"minimalist design",1,415493,"100","1"
"redwork",2,8595,"100","1"
"counted crosstitch",1,2208,"100","1"
"custom map poster",15,25925,"100","1"
"gift for new home",9,788594,"100","1"
"wedding present",13,113570,"100","1"
"earthy color palette",4,2055,"100","1"
"stained glass flag",5,2495,"100","1"
"trendy cross stitch",1,2978,"100","1"
"fall colors",1,282181,"100","1"
"relaxing",2,135322,"100","1"
"warm colors",3,24272,"100","1"
"botanical pattern",3,70399,"100","1"
"plants cross stitch",1,9984,"100","1"
"textured home decor",1,159057,"100","1"
"stitch along",5,1686,"100","1"
"flower line art",7,49689,"100","1"
"art to wear",1,239813,"100","1"
"batik art panel",1,5250,"100","1"
"modern portrait art",3,127330,"100","1"
"slow stitching",5,9687,"100","1"
"visible mending",5,1380,"100","1"
"linen bag",6,19135,"100","1"
"ecofriendly",1,511671,"100","1"
"one line art",3,24797,"100","1"
"needlecraft",1,3826569,"100","1"
"digital cross stitch",4,149779,"100","1"
"cross stitch nature",3,26311,"100","1"
"cross stitch folk",2,11277,"100","1"
"modern folk",3,15476,"100","1"
"applique design",10,174115,"100","1"
"fiber art wall decor",4,50190,"100","1"
"one of a kind art",6,129545,"100","1"
"floral needlework",1,6597,"100","1"
"autumn leaf",1,222583,"100","1"
"modern portrait",1,130692,"100","1"
"geometry",4,59737,"100","1"
"retro decoration",1,74510,"100","1"
"one line",2,36161,"100","1"
"modern pattern",1,333281,"100","1"
"thestitchpatterns",3,541,"100","1"
"boho floral pattern",1,41003,"100","1"
"modern floral art",8,157084,"100","1"
"multicolor",3,224035,"100","1"
"video tutorials",1,28052,"100","1"
"spring floral",3,483717,"100","1"
"thread painting",3,3023,"100","1"
"woven pillow",17,13575,"100","1"
"modern fabric",8,103046,"100","1"
"batik art",3,76715,"100","1"
"unique fabric",4,60301,"100","1"
"botanical monogram",1,5566,"100","1"
"metallic yarn",4,2657,"100","1"
"female silhouette",1,9642,"100","1"
"teal blue",2,178907,"100","1"
"flowers cross stitch",8,78645,"100","1"
"box and fox",1,3882,"100","1"
"cross stitch modern",2,138643,"100","1"
"insect cross stitch",8,4667,"100","1"
"kreuzstichmuster",2,"-","","1"
"kreuzstichvorlagen",1,"-","","1"
"romantic date",1,13858,"100","1"
"impression art",3,9633,"100","1"
"woman silhouette",11,74880,"100","1"
"black and red",2,1776015,"100","1"
"bright cross stitch",2,4632,"100","1"
"flower moon",1,35430,"100","1"
"moon flower",3,35037,"100","1"
"celestial moon",2,181034,"100","1"
"floral moon",1,35896,"100","1"
"stitch pattern",4,844228,"100","1"
"flower lover gift",3,218228,"100","1"
"teacher gift idea",3,123997,"100","1"
"geometric owl",1,2981,"100","1"
"floral wall decor",8,1072412,"100","1"
"spring cross stitch",6,24080,"100","1"
"easy crafts",3,415800,"100","1"
"stitching pattern",1,824817,"100","1"
