"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"stick on embroidery",3,8803,"100","1"
"drive a stick",1,2024,"100","1"
"gift for halloween",470,1607435,"100","2"
"halloween craft kit",98,156937,"100","1"
"cute halloween decor",33,343246,"100","1"
"diy halloween craft",2,72575,"100","5"
"diy halloween kit",2,21899,"100","1"
"diy halloween card",1,24586,"100","1"
"cute halloween craft",1,93716,"100","1"
"cross stitch pattern",6173,630186,"100","7"
"cross stitch kit",3305,527165,"100","2"
"counted cross stitch",1098,216630,"100","2"
"cute cross stitch",148,72374,"100","1"
"witch cross stitch",129,13706,"100","1"
"pumpkin cross stitch",88,17433,"100","3"
"cross stitch pdf",13,355683,"100","3"
"cross stitch chart",8,170609,"100","1"
"animal cross stitch",7,59565,"100","1"
"ukraine cross stitch",6,5202,"100","1"
"quick cross stitch",2,7656,"100","1"
"cross stitch travel",3,6750,"100","1"
"gift",58648,33152946,"100","1"
"personalized gift",41355,5573446,"100","2"
"home decor",31986,24385803,"100","1"
"custom",25217,8806661,"100","1"
"vintage",22818,16836528,"100","4"
"personalized",21078,6968219,"100","1"
"wall decor",19423,16572292,"100","2"
"digital download",16843,8592990,"100","7"
"embroidery",16297,2125420,"100","10"
"personalized gifts",16258,5572188,"100","1"
"book",14797,2642549,"100","1"
"fall",10090,3016904,"100","3"
"flowers",7105,4805134,"100","2"
"ghost",6158,1021805,"100","8"
"embroidery kit",4727,1087559,"100","11"
"cottagecore",4713,797998,"100","3"
"pattern",4565,5537618,"100","2"
"autumn",3928,1450611,"100","1"
"retro",3570,4331409,"100","2"
"embroidery patterns",3503,1210858,"100","6"
"black cat",3418,498533,"100","5"
"pumpkin",3179,1527673,"100","3"
"embroidery kits",2918,1071034,"100","1"
"celestial",2715,567291,"100","1"
"witchy",2677,535754,"100","2"
"embroidery design",2593,809610,"100","16"
"embroidery pattern",2555,1214149,"100","46"
"craft kit",2528,3025047,"100","1"
"diy",2378,2285747,"100","3"
"whimsical",2249,863131,"100","1"
"cottagecore decor",2106,427700,"100","2"
"magic",2048,752971,"100","3"
"fall sweatshirt",2002,411931,"100","2"
"diy kit",1921,528916,"100","1"
"embroidery file",1800,616122,"100","1"
"craft",1782,16637105,"100","1"
"custom embroidery",1737,188070,"100","2"
"spooky",1574,1775069,"100","2"
"cozy",1597,1861663,"100","1"
"baseball hat",1326,451941,"100","2"
"spooky season",1221,614340,"100","11"
"cat lover gift",1220,502790,"100","2"
"diy gift",1213,670056,"100","2"
"primitive",1083,380672,"100","1"
"wildflowers",1008,471227,"100","2"
"kit",949,3532208,"100","3"
"wildflower",913,471291,"100","2"
"gift for friend",762,1075325,"100","1"
"bats",712,116729,"100","3"
"download",706,10243975,"100","1"
"diy craft",734,1499330,"100","1"
"gothic clothing",678,243352,"100","1"
"hand embroidery",564,183497,"100","52"
"woodland animals",583,220041,"100","1"
"custom monogram",553,357052,"100","1"
"embroidered clothing",535,465748,"100","1"
"embroidery supplies",478,1085452,"100","1"
"instant download",440,3673189,"100","4"
"embroidery patches",441,98888,"100","1"
"gifts for crafters",409,4652494,"100","1"
"needlepoint pattern",444,297887,"100","1"
"cute ghost",356,455223,"100","3"
"spider web",342,50854,"100","1"
"candy corn",319,43985,"100","2"
"jack o lantern",278,134103,"100","1"
"black cats",302,505159,"100","1"
"embroidery patch",249,99041,"100","5"
"paper embroidery",208,247431,"100","1"
"diy craft kit",220,470387,"100","1"
"cat embroidery",193,63889,"100","2"
"hat embroidery",159,193952,"100","2"
"fall crafts",205,538626,"100","1"
"haunted house",188,98621,"100","1"
"diy crafts",192,1501272,"100","1"
"nature lover gift",202,456828,"100","1"
"fall designs",161,106353,"100","1"
"fall embroidery",124,82506,"100","24"
"pumpkin embroidery",103,55336,"100","12"
"embroidery template",93,72304,"100","9"
"beginner",103,342908,"100","2"
"flower embroidery",120,192456,"100","1"
"cat pattern",111,126064,"100","1"
"embroidery sampler",146,29948,"100","1"
"tattoo art",102,120067,"100","1"
"project bag",121,35164,"100","1"
"embroidery stickers",51,7956,"100","10"
"embroidery card",44,60776,"100","2"
"print at home",42,10473517,"100","1"
"digital patterns",48,1647184,"100","1"
"printable pdf",40,898229,"100","1"
"embroidery bag",61,59843,"100","1"
"embroidery alphabet",38,37248,"100","1"
"beginner embroidery",20,83716,"100","32"
"ghost embroidery",3,34498,"100","28"
"spooky embroidery",13,53931,"100","18"
"embroidery pdf",7,331713,"100","16"
"diy embroidery",3,143767,"100","13"
"printable embroidery",4,36799,"100","9"
"autumn embroidery",8,52253,"100","8"
"embroidery transfers",10,69452,"100","8"
"printable pattern",1,324397,"100","6"
"clothing embroidery",3,182090,"100","6"
"pdf pattern",4,1236972,"100","5"
"embroidery transfer",7,59546,"100","5"
"embroidery diy",3,143404,"100","5"
"mini embroidery",23,66523,"100","5"
"hand embroidery kit",8,65817,"100","4"
"beginner friendly",1,53238,"100","4"
"bat embroidery",3,10893,"100","4"
"witchy embroidery",3,11755,"100","4"
"witch pattern",19,50393,"100","4"
"skull embroidery",6,21976,"100","4"
"pdf embroidery",3,277669,"100","3"
"floral embroidery",13,216896,"100","3"
"embroidery gift",5,505731,"100","3"
"diy sweatshirt",3,6298,"100","3"
"embroidery bundle",26,40413,"100","3"
"gothic embroidery",7,21450,"100","3"
"collar embroidery",5,10077,"100","3"
"embroidery craft",1,1543916,"100","3"
"ghost pattern",3,66095,"100","3"
"pumpkin pattern",3,116624,"100","3"
"modern embroidery",5,158741,"100","3"
"spider embroidery",3,7935,"100","3"
"whimsical embroidery",2,18928,"100","3"
"black cat embroidery",6,14844,"100","2"
"flying witch",3,11780,"100","2"
"embroidery printable",2,42171,"100","2"
"shirt embroidery",5,169951,"100","2"
"fall pattern",23,175749,"100","2"
"tiny embroidery",2,15546,"100","2"
"embroidery download",11,515776,"100","2"
"water soluble paper",1,3645,"100","2"
"hand embroidery pdf",3,56197,"100","2"
"embroidery name kit",3,8928,"100","2"
"embroidery paper",8,258152,"100","2"
"embroidery sticker",3,8144,"100","2"
"black silhouette",1,270013,"100","2"
"spooky pattern",1,98656,"100","2"
"funny witch",1,130198,"100","2"
"diy project",1,157397,"100","2"
"stitching",6,1244043,"100","2"
"spooky vibes",4,230341,"100","2"
"sassy embroidery",1,7216,"100","2"
"witch please",18,5736,"100","2"
"spellbound",4,2535,"100","2"
"jack o lanterns",2,125845,"100","2"
"downloadable pattern",1,51291,"100","2"
"easy embroidery",2,95636,"100","2"
"diy fall decor",3,31646,"100","2"
"beginner pattern",2,258321,"100","1"
"floral ghost",3,60196,"100","1"
"cowgirl embroidery",3,6154,"100","1"
"witch on broom",2,31150,"100","1"
"heck yeah",1,126,"100","1"
"spooky patterns",1,49420,"100","1"
"mill hill",2,3857,"100","1"
"embroidery ghost",3,36095,"100","1"
"embroidery clothes",3,36968,"100","1"
"diy birthday gift",1,129897,"100","1"
"fall hand embroidery",3,6292,"100","1"
"spring embroidery",5,56512,"100","1"
"wildflower designs",1,10299,"100","1"
"floral patterns",4,468211,"100","1"
"coffee embroidery",2,18415,"100","1"
"tote bag embroidery",2,13088,"100","1"
"broom",14,40704,"100","1"
"broomstick",3,15753,"100","1"
"flying",2,148686,"100","1"
"embroidery cards",2,64340,"100","1"
"trick or treat card",14,20731,"100","1"
"spooky season gift",6,356071,"100","1"
"black cat pattern",2,24711,"100","1"
"fall bundle",1,97527,"100","1"
"pumpkin head",4,19892,"100","1"
"crescent moon",9,83055,"100","1"
"witches cabinet",2,2089,"100","1"
"holiday craft",3,808237,"100","1"
"coquette embroidery",3,23702,"100","1"
"spider webs",2,53770,"100","1"
"lily of valley",23,15459,"100","1"
"embroidered cards",5,12875,"100","1"
"hand embroidery card",1,3528,"100","1"
"trick or treat",5,406480,"100","1"
"witchy vibes",6,64228,"100","1"
"fall patterns",4,129876,"100","1"
"handmade patch",5,23770,"100","1"
"fall craft kit",3,96230,"100","1"
"boo embroidery",2,10578,"100","1"
"goth embroidery",6,7949,"100","1"
"geometric embroidery",2,26266,"100","1"
"digital embroidery",23,448604,"100","1"
"gothic pattern",4,53889,"100","1"
"beginners embroidery",3,65906,"100","1"
"cute embroidery",2,216137,"100","1"
"tattoo embroidery",3,3914,"100","1"
"vintage inspired",2,242263,"100","1"
"vampire art",10,38461,"100","1"
"trick or treaters",1,424256,"100","1"
"craft pattern",1,4232305,"100","1"
"holiday designs",1,115183,"100","1"
"hand drawn",15,396192,"100","1"
"pocket embroidery",4,12920,"100","1"
"diy embroidery kit",3,106036,"100","1"
"sewing embroidery",2,1279200,"100","1"
"needlepoint bag",4,9881,"100","1"
"needlework organizer",2,1507,"100","1"
"black tote",13,135634,"100","1"
"stitching patterns",1,806427,"100","1"
"diy hand embroidery",1,28162,"100","1"
"diy gift for her",1,42238,"100","1"
"cute spooky decor",2,238895,"100","1"
"dmc thread chart",3,1773,"100","1"
"fall craft project",1,8281,"100","1"
"embroidery guide",1,7976,"100","1"
"holiday embroidery",3,142600,"100","1"
"embroidery wall art",9,122645,"100","1"
"fall applique designs",5,1935,"100","1"
"fall embroidery patterns",3,29519,"100","1"
"fall embroidery kit",5,35966,"100","1"
"autumn vibes",2,176800,"100","1"
"witch embroidery",2,25074,"100","1"
"homemade fall decor",1,2625,"100","1"
"cottagecore pattern",28,51115,"100","1"
"owl embroidery",7,12150,"100","1"
"mini designs",2,25619,"100","1"
"artsy gift",3,35409,"100","1"
"stick and stitch halloween",0,245,"","0"
"embroidery stick and stitch halloween",1,"-","","0"
"stick and stitch for beginners",1,"-","","1"
"trader joes mini",1,"-","","1"
