"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"dragon cross stitch",63,7301,"100","1"
"floral decor",55,1944852,"100","1"
"wildlife",52,375515,"100","1"
"mandala art",48,102538,"100","2"
"letter embroidery",48,25756,"100","1"
"14 count aida",48,4890,"100","1"
"protection amulet",48,19746,"100","1"
"indian pattern",43,13123,"100","2"
"boho cross",43,34343,"100","1"
"india pattern",43,13373,"100","1"
"yin yang",33,23254,"100","1"
"botanical mandala",30,1612,"87","2"
"cross stitch flower",29,75643,"100","2"
"flower wreath",29,105494,"100","1"
"digital embroidery",23,448604,"100","2"
"beginner embroidery",20,83716,"100","14"
"cross stitch decor",20,135378,"100","1"
"buy 2 get 1 free",20,7299,"100","1"
"black and white",19,4665083,"100","1"
"bohemian",19,1165690,"100","1"
"colorful mandala",18,11838,"100","4"
"free pattern",18,75994,"100","3"
"flower cross stitch",18,78291,"100","2"
"floral pattern",18,472934,"100","2"
"hare",17,27361,"100","1"
"boho cross stitch",16,10397,"100","5"
"evil eye protection",15,32772,"100","1"
"floral embroidery",13,216896,"100","12"
"cross stitch pdf",13,355683,"100","26"
"ocean cross stitch",13,8818,"100","2"
"meditation decor",13,157680,"100","1"
"floral design",12,873114,"100","1"
"embroidery download",11,515776,"100","3"
"lotus cross stitch",11,1051,"99","2"
"doodle art",10,143654,"100","2"
"sloth pattern",10,4203,"100","1"
"nature cross stitch",10,30290,"100","1"
"rainbow cross stitch",10,16353,"100","1"
"cross stitch bundle",10,9346,"100","1"
"cross stitch flowers",9,78594,"100","3"
"wildflower art",9,200055,"100","2"
"fish cross stitch",9,4215,"100","2"
"mosaic pattern",9,42774,"100","1"
"plant wall decor",9,697288,"100","1"
"geometric",9,1716036,"100","1"
"colorful wall decor",9,641453,"100","1"
"mandala cross stitch",8,5228,"100","32"
"easy cross stitch",8,95439,"100","17"
"cross stitch chart",8,170609,"100","10"
"meditation art",8,105814,"100","3"
"simple cross stitch",8,25390,"100","2"
"folk cross stitch",8,13477,"100","1"
"flower pattern",8,463019,"100","1"
"cross stitch pillow",8,20344,"100","1"
"antique sampler",8,6003,"100","1"
"embroidery pdf",7,331713,"100","8"
"vintage embroidery",7,214996,"100","2"
"cross stitch design",7,128674,"100","3"
"animal cross stitch",7,59565,"100","3"
"ocean waves",7,113627,"100","2"
"zodiac cross stitch",7,2695,"100","2"
"minimalist cross",7,39121,"100","1"
"cross stitch floral",7,63113,"100","1"
"sampler cross stitch",7,56282,"100","1"
"floral monogram",7,64783,"100","1"
"modern digital art",6,826435,"100","2"
"large cross stitch",6,14791,"100","1"
"flower ornament",6,63757,"100","1"
"stitching",6,1244043,"100","1"
"instant download art",6,1906901,"100","1"
"eagle cross stitch",6,1460,"100","1"
"ying yang",6,4637,"100","1"
"cozy cross stitch",6,10623,"100","1"
"modern embroidery",5,158741,"100","25"
"blackwork embroidery",5,7954,"100","2"
"botanical embroidery",5,20955,"100","1"
"embroidery gift",5,505731,"100","1"
"pdf cross stitch",5,355702,"100","4"
"cross stitch mandala",5,4950,"100","3"
"embroidery hoop art",5,58544,"100","7"
"punto de cruz",5,6340,"100","6"
"geometric pattern",5,201522,"100","5"
"pdf pattern",4,1236972,"100","18"
"mandala decor",4,76628,"100","2"
"printable embroidery",4,36799,"100","1"
"digital download pdf",4,747162,"100","2"
"digital cross stitch",4,149779,"100","6"
"birth gift",4,243730,"100","2"
"abstract flower",4,244242,"100","2"
"nursery cross stitch",4,25643,"100","2"
"fall animals",4,136166,"100","1"
"how to guide",4,264314,"100","1"
"stitch pattern",4,844228,"100","1"
"diy adult crafts",4,40923,"100","1"
"pdf embroidery",3,277669,"100","4"
"mandala embroidery",3,6606,"100","27"
"modern folk",3,15476,"100","2"
"modern floral",3,310509,"100","1"
"hand embroidery pdf",3,56197,"100","5"
"mandala pattern",3,40427,"100","21"
"mandala cat",3,2938,"100","1"
"diy embroidery",3,143767,"100","7"
"ocean embroidery",3,21042,"100","2"
"nordic embroidery",3,2525,"100","1"
"nature embroidery",3,50352,"100","1"
"holiday embroidery",3,142600,"100","1"
"embroidery beginner",3,66614,"100","1"
"fox embroidery",3,12179,"100","1"
"embroidery projects",3,41778,"100","1"
"flowers embroidery",3,193109,"100","1"
"chinese embroidery",3,5155,"100","1"
"stick and stitch pdf",3,4356,"100","3"
"line art embroidery",3,10848,"100","1"
"cross stitch gift",3,138596,"100","3"
"diy home decor",3,483436,"100","2"
"pattern download",3,1310644,"100","2"
"beginner patterns",3,247875,"100","1"
"geometric floral",3,131436,"100","1"
"round cross stitch",3,5806,"100","1"
"leaf cross stitch",3,8877,"100","1"
"scandinavian pattern",3,15413,"100","1"
"blue cross stitch",3,42612,"100","1"
"sweet annet",3,3,"1","1"
"winter ornament",3,338211,"100","1"
"winter craft kit",3,112608,"100","1"
"zentangle wall decor",3,7714,"100","1"
"vintage sampler",3,13966,"100","1"
"diy spring crafts",3,"-","","1"
"mindful gift",3,113518,"100","1"
"x stitch patterns",3,59326,"100","1"
"vintage pattern",3,937993,"100","1"
"embroidery mandala",2,6606,"100","5"
"modern needlepoint",2,72410,"100","2"
"floral mandala",2,22350,"100","11"
"flower mandala",2,28788,"100","5"
"mandala patterns",2,39596,"100","2"
"cross stitch modern",2,138643,"100","2"
"geometric embroidery",2,26266,"100","7"
"easy embroidery",2,95636,"100","3"
"embroidery printable",2,42171,"100","2"
"folk embroidery",2,21361,"100","2"
"embroidery stitches",2,565845,"100","2"
"embroidery decor",2,300762,"100","1"
"cute embroidery",2,216137,"100","1"
"paw print embroidery",2,3931,"100","1"
"art deco embroidery",2,5932,"100","1"
"hoop art",2,89081,"100","7"
"xstitch pattern",2,66231,"100","4"
"quick cross stitch",2,7656,"100","2"
"needlework pattern",2,61160,"100","2"
"antique cross stitch",2,11813,"100","2"
"sunflower design",2,79290,"100","1"
"kaleidoscope pattern",2,2758,"100","1"
"unique gift idea",2,517251,"100","1"
"colorful dog",2,53964,"100","1"
"pattern cross stitch",2,572413,"100","1"
"tribal design",2,41240,"100","1"
"cross stitch counted",2,213538,"100","1"
"sampler pattern",2,57313,"100","1"
"beginner pattern",2,258321,"100","1"
"wreath cross stitch",2,10002,"100","1"
"cat paw cross stitch",2,736,"100","1"
"cross stitch hoop",2,28647,"100","1"
"monochrome stitch",2,6669,"100","1"
"floral needlepoint",2,47952,"100","1"
"folk art pattern",2,21533,"100","1"
"alphabet bundle",2,30361,"100","1"
"dragons cross stitch",2,7050,"100","1"
"stitch patterns",2,809392,"100","1"
"folk flowers",2,34157,"100","1"
"zen cross stitch",2,459,"100","1"
"mandala pdf",1,19628,"100","2"
"modern pattern",1,333281,"100","2"
"modern animal",1,144370,"100","1"
"modern geometric",1,406837,"100","1"
"modern alphabet",1,9764,"100","1"
"easy mandala",1,4207,"100","3"
"mandala animals",1,16178,"100","3"
"christmas mandala",1,17256,"100","3"
"rainbow mandala",1,8177,"100","2"
"mandala ornament",1,5910,"100","2"
"geometric mandala",1,27460,"100","2"
"mandala turtle",1,1280,"100","1"
"mandala download",1,36336,"100","1"
"mandala alphabet",1,1254,"100","1"
"mandala elephant",1,2529,"100","1"
"modern winter decor",1,28587,"100","1"
"colorful embroidery",1,37062,"100","2"
"spiritual embroidery",1,2945,"100","2"
"elegant embroidery",1,11475,"100","1"
"quote embroidery",1,40371,"100","1"
"embroidery canada",1,1799,"100","1"
"embroidery guide",1,7976,"100","1"
"boho embroidery",1,52500,"100","1"
"decor embroidery",1,263888,"100","1"
"pastel embroidery",1,10152,"100","1"
"creative embroidery",1,13401,"100","1"
"embroidery beginners",1,64686,"100","1"
"hand embroidery hoop",1,21541,"100","1"
"evil eye embroidery",1,859,"100","1"
"kaleidoscope quilt",1,2182,"100","3"
"stitching pattern",1,824817,"100","2"
"zentangle animals",1,5100,"100","2"
"sea cross stitch",1,9795,"100","2"
"water cross stitch",1,4283,"100","2"
"colorful crossstitch",1,1553,"100","2"
"printable pattern",1,324397,"100","2"
"beginner friendly",1,53238,"100","2"
"how to cross stitch",1,493615,"100","2"
"ornamental",1,36529,"100","1"
"point de croix",1,7466,"100","1"
"dmc pattern",1,32104,"100","1"
"creative gift idea",1,55061,"100","1"
"craft pattern",1,4232305,"100","1"
"rainbow christmas",1,209612,"100","1"
"unique xmas gift",1,86610,"100","1"
"fish pattern",1,33675,"100","1"
"how to embroider",1,50047,"100","1"
"zodiac taurus",1,23396,"100","1"
"floral ornament",1,54130,"100","1"
"zen art cross stitch",1,"-","","1"
"mindful stitching",1,2472,"100","1"
"yoga pattern",1,16947,"100","1"
"easy pattern",1,410351,"100","1"
"cross stitchpattern",1,187,"100","1"
"pearl cross stitch",1,2913,"100","1"
"boho needlepoint",1,7621,"100","1"
"nordic needlework",1,132,"100","1"
"starfish pattern",1,4772,"100","1"
"modern mandala embroidery pdf",0,1914,"","0"
