"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"forest",1057,767833,"100","1"
"feminist",988,240503,"100","2"
"travel bag",1015,345883,"100","1"
"buddha",988,64736,"91","1"
"shih tzu",1028,19812,"64","1"
"fibromyalgia",933,5753,"40","1"
"tits",957,7630,"45","1"
"kit",949,3532208,"100","1"
"original artwork",941,170553,"100","1"
"snarky cross stitch",853,10839,"55","3"
"landscape",829,1737642,"100","1"
"bird cross stitch",783,27878,"78","3"
"retro art",781,1610494,"100","1"
"adult",789,13680301,"100","1"
"pop art",768,266658,"100","1"
"luxury",763,565229,"100","1"
"gift ideas",799,2690729,"100","1"
"piano",783,62421,"95","1"
"donkey",728,36992,"85","1"
"download",706,10243975,"100","1"
"plane",736,73559,"100","1"
"snow",672,487699,"100","1"
"cat mom",625,258370,"100","1"
"hand embroidery",564,183497,"100","1"
"taylor swift art",615,20635,"76","1"
"history",533,391139,"100","1"
"adopt",516,32413,"90","1"
"beyonce",526,5986,"53","1"
"lotus flower",495,51402,"100","1"
"instant download",440,3673189,"100","7"
"spoons",437,129355,"100","1"
"alternative",401,162405,"100","1"
"needlepoint pattern",444,297887,"100","1"
"cat lover",401,577383,"100","1"
"pond",434,52780,"100","1"
"window",442,541744,"100","1"
"small cross stitch",338,37309,"100","3"
"boat",337,265979,"100","1"
"modern",285,3152640,"100","3"
"threader",306,17834,"88","2"
"nerdy",295,95308,"100","1"
"motivation",280,786879,"100","1"
"modern cross stitch",233,152370,"100","11"
"digital pattern",211,1645527,"100","7"
"zipper pull",212,49980,"100","2"
"spiritual art",228,243456,"100","1"
"minifigure",230,14557,"90","1"
"subversive cross stitch",213,13397,"90","1"
"crossstitch",215,64081,"100","1"
"chart",225,462504,"100","1"
"christmas diy",229,310378,"100","1"
"silent night",216,13082,"89","1"
"holiday wall art",218,748073,"100","1"
"secret santa gift",213,132671,"100","1"
"floral cross stitch",198,66010,"100","1"
"johnny depp",185,4530,"69","1"
"dmc",150,44152,"100","1"
"criminal minds",153,1577,"51","1"
"embroidery art",152,414224,"100","1"
"peace",166,312798,"100","1"
"women gift",200,10591306,"100","1"
"frost",195,153832,"100","1"
"cute cross stitch",148,72374,"100","3"
"funny embroidery",109,109310,"100","2"
"embroidery template",93,72304,"100","2"
"beginner",103,342908,"100","2"
"motivational",101,786336,"100","2"
"christmas pattern",148,760297,"100","2"
"quote",110,1875879,"100","2"
"bird embroidery",91,51068,"100","1"
"project bag",121,35164,"100","1"
"custom needlepoint",132,12839,"99","1"
"stamped cross stitch",94,2819,"74","1"
"the",96,"-","","1"
"needle point",130,14457,"100","1"
"simple living",126,159665,"100","1"
"brick",91,80533,"100","1"
"romantic gift",112,254327,"100","1"
"nature decor",119,1051677,"100","1"
"funny home decor",122,1395487,"100","1"
"crossstitch pattern",105,53342,"100","1"
"sarcastic",117,683243,"100","1"
"frog cross stitch",53,3971,"94","2"
"vintage cross stitch",34,99917,"100","1"
"silhouette",64,1111755,"100","1"
"healing art",41,76758,"100","1"
"build",33,64740,"100","1"
"interior",81,319073,"100","1"
"easy cross stitch",8,95439,"100","9"
"cross stitch pdf",13,355683,"100","7"
"pdf cross stitch",5,355702,"100","7"
"cross stitch chart",8,170609,"100","7"
"pdf pattern",4,1236972,"100","6"
"winter cross stitch",13,35965,"100","5"
"forest cross stitch",6,14790,"100","4"
"digital cross stitch",4,149779,"100","4"
"embroidery diy",3,143404,"100","3"
"embroidery craft",1,1543916,"100","3"
"printable embroidery",4,36799,"100","3"
"embroidery clothes",3,36968,"100","3"
"floss ring",1,1023,"100","3"
"easy embroidery",2,95636,"100","3"
"woodland embroidery",4,17320,"100","3"
"nature embroidery",3,50352,"100","3"
"modern embroidery",5,158741,"100","3"
"needlework",8,108230,"100","3"
"subversive",1,15583,"100","3"
"snarky",6,122218,"100","3"
"needlecasegoodies2",1,"-","","3"
"printed pattern",1,496147,"100","3"
"simple cross stitch",8,25390,"100","3"
"stick and stitch pdf",3,4356,"100","2"
"scissor fob",6,5172,"100","2"
"frogger",2,191457,"100","2"
"buddha cross stitch",13,290,"67","2"
"yoga room decor",8,32041,"100","2"
"meditation gift",5,149807,"100","2"
"mindful wall art",2,60199,"100","2"
"spiritual decor",10,276336,"100","2"
"handmade gift idea",2,190638,"100","2"
"landscape embroidery",3,23237,"100","2"
"needlecraft",1,3826569,"100","2"
"little house",1,18243,"100","2"
"cross stitch quote",6,21184,"100","2"
"embroidery pdf",7,331713,"100","2"
"cat embroidery pdf",1,12304,"100","2"
"sassy",18,235091,"100","2"
"sassy cross stitch",9,5896,"100","2"
"grandmillenial",18,29132,"100","2"
"quote cross stitch",2,21847,"100","2"
"sampler pattern",2,57313,"100","2"
"sampler cross stitch",7,56282,"100","2"
"swan cross stitch",5,1071,"100","2"
"beginner craft",2,182103,"100","2"
"nature cross stitch",10,30290,"100","2"
"cadeau fait main",2,49,"69","2"
"xstitch",1,67570,"100","2"
"coworker",6,369877,"100","2"
"manager",3,64601,"100","2"
"xstitch pattern",2,66231,"100","2"
"fiber arts",10,1814395,"100","2"
"travel decor",18,842898,"100","2"
"plant cross stitch",9,9992,"100","2"
"cross stitch counted",2,213538,"100","2"
"simple line art",1,23447,"100","1"
"diy embroidery",3,143767,"100","1"
"hoop embroidery",1,159516,"100","1"
"simple embroidery",4,37085,"100","1"
"cozy embroidery",1,49364,"100","1"
"girl cross stitch",3,28035,"100","1"
"women cross stitch",1,16779,"100","1"
"beginner embroidery",20,83716,"100","1"
"affirmation template",6,27915,"100","1"
"dachshund cross stitch",5,912,"100","1"
"instant download cross stitch",1,142757,"100","1"
"whimsical embroidery",2,18928,"100","1"
"heron cross stitch",2,175,"97","1"
"heron embroidery",23,459,"65","1"
"beach house artwork",6,22539,"100","1"
"ocean lover gift",23,116703,"100","1"
"seaside wall decor",2,56814,"100","1"
"needlepoint bag",4,9881,"100","1"
"needlepoint pouch",2,1510,"100","1"
"needlepoint supplies",4,395267,"100","1"
"gift for stitcher",1,4775,"100","1"
"knitting lover shirt",3,6093,"100","1"
"motivational quote",13,341101,"100","1"
"buddhist art",8,23070,"100","1"
"meditation kit",6,6775,"100","1"
"teal and gold art",1,13115,"100","1"
"knitting room decor",1,4601,"100","1"
"cross stitch nature",3,26311,"100","1"
"cross stitch forest",3,12712,"100","1"
"watercolor design",2,296932,"100","1"
"cozy cross stitch",6,10623,"100","1"
"relaxing craft",1,8702,"100","1"
"mental health stitch",3,1474,"100","1"
"modern kitchen art",8,451536,"100","1"
"interior wall art",27,172113,"100","1"
"tranquil landscape",2,30856,"100","1"
"outdoor embroidery",3,8014,"100","1"
"single color pattern",1,"-","","1"
"digital wall decor",3,10447771,"100","1"
"panda cross stitch",3,1634,"100","1"
"cancer zodiac sign",3,13668,"100","1"
"spiritual embroidery",1,2945,"100","1"
"cancer pattern",1,10071,"100","1"
"zodiac embroidery",2,5485,"100","1"
"zen cross stitch",2,459,"100","1"
"yoga cross stitch",5,893,"100","1"
"frog embroidery",3,8371,"100","1"
"rustic cross stitch",3,6027,"100","1"
"minimalist pattern",1,56585,"100","1"
"natural wall art",9,94808,"100","1"
"sports car",4,60681,"100","1"
"black and white",19,4665083,"100","1"
"chronic",2,35239,"100","1"
"illness",1,39768,"100","1"
"spoonies",2,877,"100","1"
"cfs",5,1119,"100","1"
"ms",7,46049,"100","1"
"sclerosis",1,5018,"100","1"
"feminism",27,59965,"100","1"
"truth",5,41681,"100","1"
"down",2,200047,"100","1"
"dr spencer reid",1,78,"95","1"
"mantra",7,25006,"100","1"
"affirmation art",7,150393,"100","1"
"slow living",5,15305,"100","1"
"self worth",13,12593,"100","1"
"mindful gift",3,113518,"100","1"
"beginner pattern",2,258321,"100","1"
"slow living art",1,6835,"100","1"
"bitchy",1,2994,"100","1"
"humor",8,1185260,"100","1"
"rescue",2,93878,"100","1"
"demotivational",2,863,"100","1"
"work cross stitch",8,9145,"100","1"
"samplers",8,75230,"100","1"
"bowl filler",8,21591,"100","1"
"cross stitch word",1,2042,"100","1"
"swiftie gift",4,25622,"100","1"
"taylors version",2,20639,"100","1"
"the eras tour",11,36032,"100","1"
"pattern keeper",7,29479,"100","1"
"lover era",1,42691,"100","1"
"lover album",1,11037,"100","1"
"fishing cross stitch",7,1083,"100","1"
"cottagecore frog",1,20373,"100","1"
"your",14,1343575,"100","1"
"tit",18,7660,"100","1"
"wall home decor",2,16294894,"100","1"
"gift for father",3,1085908,"100","1"
"diy project",1,157397,"100","1"
"mountain scene",4,51541,"100","1"
"craft project",1,318222,"100","1"
"diy travel gift idea",1,1161,"100","1"
"washington state map",4,1999,"100","1"
"american wall art",8,360425,"100","1"
"seattle theme",1,442,"100","1"
"vintage ornament",3,361157,"100","1"
"nature inspired gift",3,192084,"100","1"
"mindful cross stitch",3,1222,"100","1"
"clothing embroidery",3,182090,"100","1"
"mountain embroidery",3,13143,"100","1"
"linen embroidery",3,52740,"100","1"
"vintage floral",6,1346737,"100","1"
"cottagecore pattern",28,51115,"100","1"
"embroidery gift",5,505731,"100","1"
"small needlepoint",1,19738,"100","1"
"mini embroidery",23,66523,"100","1"
"autumn landscape",3,99602,"100","1"
"autumn trees",6,114467,"100","1"
"lake embroidery",2,5217,"100","1"
"fall scenery",1,67434,"100","1"
"peaceful nature",1,28159,"100","1"
"woodland art",9,213765,"100","1"
"countryside art",3,70882,"100","1"
"green landscape",1,299185,"100","1"
"mill hill kits",1,2692,"100","1"
"wine cross stitch",6,1791,"100","1"
"sampler",17,79187,"100","1"
"accountant",10,17076,"100","1"
"colleague",1,41351,"100","1"
"hr",9,21803,"100","1"
"reproduction",6,113922,"100","1"
"countryside",3,83998,"100","1"
"gift stressed friend",1,4092,"100","1"
"holiday cross stitch",5,39545,"100","1"
"it crowd",3,5457,"100","1"
"river cross stitch",1,2310,"100","1"
"mountain sunset",3,43701,"100","1"
"mountain landscape",9,218839,"100","1"
"embroidery hoop art",5,58544,"100","1"
"sunset cross stitch",3,5636,"100","1"
"subversive art",3,4451,"100","1"
"diy gift for her",1,42238,"100","1"
"funny gift for her",3,727577,"100","1"
"rights",2,260923,"100","1"
"travel cross stitch",6,6750,"100","1"
"world travel",8,73244,"100","1"
"travel quote",2,31862,"100","1"
"manatee cross stitch",4,57,"58","1"
"cozy animal art",1,24007,"100","1"
"wholesome art",1,1101,"100","1"
"animal embroidery",5,150359,"100","1"
"cozy wall art",10,357402,"100","1"
"wedding present",13,113570,"100","1"
"mill hill kit",1,2635,"100","1"
"beaded cross stitch",23,10177,"100","1"
"mill hill",2,3857,"100","1"
"ocean sunset",8,63324,"100","1"
"sunset seascape",2,14931,"100","1"
"golden hour",3,18363,"100","1"
"sunset over the sea",1,"-","","1"
"cross stitch saga",1,3200,"100","1"
"cross stitch cat",8,33275,"100","1"
"bookshelf embroidery",1,1391,"100","1"
"bookshelf wall art",3,16588,"100","1"
"cat on bookshelf",1,1982,"100","1"
"flowers cross stitch",8,78645,"100","1"
"cottage cross stitch",6,11176,"100","1"
"floral landscape",3,140737,"100","1"
"bdsm cross stitch",1,288,"100","1"
"kinky cross stitch",2,228,"100","1"
"sexy gift for wife",4,7653,"100","1"
"ballet embroidery",3,3672,"100","1"
"floss",13,69588,"100","1"
"threads",1,168442,"100","1"
"fibers",1,4760195,"100","1"
"stitcher",1,13196,"100","1"
"santa claus pattern",2,25708,"100","1"
"winter needlepoint",1,15875,"100","1"
"new year craft",3,118835,"100","1"
"mountain lake",2,64478,"100","1"
"interior art",1,202147,"100","1"
"starburst pattern",1,4107,"100","1"
"boho embroidery",1,52500,"100","1"
"sunburst design",1,2853,"100","1"
"star embroidery",2,31001,"100","1"
"celestial pattern",1,26849,"100","1"
"sketch embroidery",3,46420,"100","1"
"needlework pattern",2,61160,"100","1"
"minimalist cross",7,39121,"100","1"
"cozy decor",19,702299,"100","1"
"data analyst",28,5243,"100","1"
"countries",3,1767826,"100","1"
"soothing",1,34386,"100","1"
