"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"mother",2638,3028691,"100","2"
"knitting",2581,597681,"100","1"
"modern wall art",2497,1353658,"100","1"
"applique",2453,625306,"100","3"
"quilt pattern",2347,358075,"100","1"
"coffee cup",2284,1029929,"100","1"
"cherry blossom",2264,92135,"80","2"
"christmas tree",2203,1676678,"100","1"
"fashion",1953,2335829,"100","1"
"holiday",1798,5584062,"100","1"
"stars",1763,684480,"100","1"
"cowgirl",1720,408434,"100","1"
"design",1660,9503438,"100","3"
"unique wall decor",1616,596840,"100","1"
"boho wall decor",1583,706188,"100","1"
"craft supplies",1569,11359153,"100","2"
"fruit",1563,486621,"100","1"
"quilting fabric",1518,1619799,"100","1"
"quilting",1493,2342462,"100","2"
"cd",1486,64609,"82","1"
"folk art",1431,265713,"100","1"
"tie dye",1395,174693,"100","1"
"dog lover gift",1445,795623,"100","1"
"personalized towel",1382,95425,"92","1"
"watercolor wall art",1238,1058942,"100","1"
"cat lover gift",1220,502790,"100","1"
"stick and stitch",1166,9591,"46","1"
"jewelry making",1208,3679943,"100","1"
"girl",1169,7601784,"100","1"
"counted cross stitch",1098,216630,"100","6"
"kids room art",1131,1222704,"100","1"
"throw",1046,1104755,"100","1"
"animal",1082,4820643,"100","1"
"quilt fabric",1033,1620275,"100","2"
"fruit bowl",1032,42778,"81","1"
"asian",1008,278396,"100","1"
"indian decor",962,119624,"100","1"
"18 inch doll clothes",894,26159,"73","1"
"snarky cross stitch",853,10839,"55","1"
"mushrooms",835,300798,"100","1"
"handmade gifts",776,2462603,"100","2"
"woman",759,18858031,"100","2"
"kid",762,14249513,"100","1"
"download",706,10243975,"100","3"
"cheap",682,147276,"100","2"
"patchwork quilt",696,76321,"100","1"
"barn quilt",692,14103,"65","1"
"textile art",635,75815,"100","1"
"needlepoint patterns",591,294384,"100","2"
"embroidered clothing",535,465748,"100","1"
"free shipping",556,480565,"100","1"
"minimalist art",506,1262930,"100","1"
"beauty",540,5486441,"100","1"
"new",447,3213516,"100","1"
"botanical",483,923444,"100","1"
"ballerina",493,97274,"100","1"
"psychedelic",455,132564,"100","1"
"instant download",440,3673189,"100","5"
"gothic cross stitch",432,14591,"76","2"
"hand made",415,459204,"100","1"
"holiday gift",418,3250787,"100","1"
"honey bee",419,82360,"100","1"
"leaves",441,1079647,"100","1"
"modern quilt",328,105953,"100","2"
"abstract",368,1969232,"100","1"
"daughter",367,551558,"100","1"
"polish",328,310784,"100","1"
"downloadable",345,433453,"100","1"
"twin",342,164520,"100","1"
"queen",338,385760,"100","1"
"modern",285,3152640,"100","3"
"penguins",298,107642,"100","1"
"baby cross stitch",284,43889,"100","1"
"hot air balloon",317,43252,"100","1"
"full",325,602944,"100","1"
"wall decoration",284,768565,"100","1"
"modern cross stitch",233,152370,"100","11"
"minimalist decor",229,1325482,"100","2"
"easy",242,791637,"100","2"
"digital pattern",211,1645527,"100","2"
"picasso wall art",217,14582,"91","1"
"christmas tree decor",245,1088834,"100","1"
"holiday decorations",217,500281,"100","1"
"simple",219,839811,"100","1"
"home decorations",257,2106130,"100","1"
"cross stitch sampler",221,56272,"100","1"
"floral cross stitch",198,66010,"100","3"
"digital file",202,3668248,"100","2"
"riley blake",203,91569,"100","2"
"friend",154,1224700,"100","1"
"wall decor art",198,14890604,"100","1"
"needle punch kit",198,7443,"79","1"
"christmas card set",190,114892,"100","1"
"christmas patterns",174,753840,"100","1"
"beginner",103,342908,"100","3"
"romantic wall art",103,145884,"100","2"
"plant lover gift",108,180361,"100","2"
"blenders",127,66907,"100","2"
"gift for gardener",100,811366,"100","1"
"colorful",116,1955344,"100","1"
"bunny png",114,66113,"100","1"
"son",103,310704,"100","1"
"modern lady",104,11260,"100","1"
"manicure",128,22458,"100","1"
"sarcastic",117,683243,"100","1"
"blackwork cross stitch",103,7712,"94","1"
"dog cross stitch",104,18834,"100","1"
"metallic fabric",132,55055,"100","1"
"king",127,358945,"100","1"
"spiritual tapestry",92,5973,"91","1"
"pattern pdf",112,1227780,"100","1"
"cute cross stitch",148,72374,"100","1"
"pattern book",30,138803,"100","3"
"pdf download",71,1294194,"100","2"
"vintage cross stitch",34,99917,"100","2"
"quilting cotton",45,902013,"100","2"
"fruit vegetables",56,31087,"100","1"
"crewel",47,178220,"100","1"
"coffee bag design",86,4061,"84","1"
"decorative",88,1355028,"100","1"
"chunky scarf",86,12748,"100","1"
"by the yard",44,1046024,"100","1"
"christmas towel",35,75637,"100","1"
"couple line art",47,9176,"100","1"
"oriental",71,140016,"100","1"
"radha krishna",45,2579,"88","1"
"point de croix",1,7466,"100","5"
"pdf pattern",4,1236972,"100","5"
"needlework",8,108230,"100","4"
"cross stitch chart",8,170609,"100","4"
"cross stitch pdf",13,355683,"100","4"
"cross stitch design",7,128674,"100","3"
"unique cross stitch",3,11626,"100","3"
"punto de cruz",5,6340,"100","3"
"machine",11,1825175,"100","3"
"fat quarter",8,100669,"100","3"
"cross stitch set",3,22414,"100","3"
"cross stitch boho",1,9269,"100","3"
"japanese patterns",2,39954,"100","2"
"japanese style",14,88657,"100","2"
"napkin design",2,13211,"100","2"
"present",4,1215076,"100","2"
"woodland creature",6,28672,"100","2"
"abstract woman",1,209895,"100","2"
"female portrait",2,45334,"100","2"
"easy cross stitch",8,95439,"100","2"
"digital download pdf",4,747162,"100","2"
"botanical cross stitch",6,9393,"100","2"
"traditional",11,392787,"100","2"
"cross stitch bundle",10,9346,"100","2"
"digital cross stitch",4,149779,"100","2"
"cross stitch gifts",18,143463,"100","2"
"lady",3,466500,"100","2"
"confetti cottons",1,5367,"100","2"
"background fabric",1,66235,"100","2"
"nature cross stitch",10,30290,"100","2"
"quilting precuts",3,43205,"100","2"
"10 inch squares",2,10687,"100","2"
"quick",2,145366,"100","2"
"fast",7,224311,"100","2"
"pattern download",3,1310644,"100","1"
"beginner kit",2,179095,"100","1"
"stickdatei",2,5114,"100","1"
"abstract dog art",3,18158,"100","1"
"diy wall art",7,320504,"100","1"
"fun cross stitch",6,10322,"100","1"
"vintage penguins",2,12285,"100","1"
"penguin wall art",9,16359,"100","1"
"nursery room art",3,935570,"100","1"
"vintage penguin art",1,3533,"100","1"
"coffee design",1,347189,"100","1"
"filter coffee",2,2375,"100","1"
"embroidered coffee",1,9193,"100","1"
"coffee club",8,37256,"100","1"
"coffee machine",4,30332,"100","1"
"coffee illustration",3,101782,"100","1"
"hoop art",2,89081,"100","1"
"learn to embroider",2,1457,"100","1"
"embroidered flowers",3,76159,"100","1"
"gift for traveler",9,128167,"100","1"
"artembroidery",5,"-","","1"
"border",8,201829,"100","1"
"heirloom",7,179118,"100","1"
"embellishment",1,4474837,"100","1"
"ornamental",1,36529,"100","1"
"geometric",9,1716036,"100","1"
"stitching",6,1244043,"100","1"
"geometric line art",4,58713,"100","1"
"smoking woman",1,12228,"100","1"
"woman silhouette",11,74880,"100","1"
"modern woman",1,265628,"100","1"
"cigarette art",3,34117,"100","1"
"female figure",4,17860,"100","1"
"woman outline",1,18501,"100","1"
"fashion woman",1,1110613,"100","1"
"tiny hearts",2,25088,"100","1"
"you and me",3,117627,"100","1"
"valentine baby",2,149719,"100","1"
"always together",1,1049,"100","1"
"striped socks",28,5938,"100","1"
"sweater coat",3,20019,"100","1"
"color mixing",2,19152,"100","1"
"butterfly design",4,107048,"100","1"
"cartoon cross stitch",2,5606,"100","1"
"cozy cross stitch",6,10623,"100","1"
"strawberry fields",12,3644,"100","1"
"quick sew",1,6841,"100","1"
"modern floral set",1,28372,"100","1"
"beginner patterns",3,247875,"100","1"
"green leaf pattern",1,17758,"100","1"
"wildflowers floral",1,271292,"100","1"
"painted canvas",5,186622,"100","1"
"embroidered canvas",1,33107,"100","1"
"canvas decor",3,1675992,"100","1"
"mother to be",8,3082654,"100","1"
"lady in hat",1,16084,"100","1"
"fall diy decor",1,26205,"100","1"
"design download",7,2309517,"100","1"
"easter shirt png",3,63831,"100","1"
"wildflowers png",5,42770,"100","1"
"lace easter png",1,558,"100","1"
"pop art cross stitch",7,1653,"100","1"
"art deco women",2,431954,"100","1"
"cross stitch frida",1,288,"100","1"
"mexican cross stitch",5,1518,"100","1"
"patchwork pattern",6,37603,"100","1"
"cat cross stitch pdf",1,14595,"100","1"
"bright",8,642524,"100","1"
"cute little fabric",1,12551,"100","1"
"abstract floral",8,191867,"100","1"
"modern floral",3,310509,"100","1"
"flower cross stitch",18,78291,"100","1"
"craft kit gift",3,464697,"100","1"
"needlework kit",2,44079,"100","1"
"lovely",2,94109,"100","1"
"christmasembroidery",6,694,"100","1"
"monogramed towel",2,20934,"100","1"
"linen guest towels",5,7104,"100","1"
"holiday hand towel",1,9152,"100","1"
"jesus mary joseph",1,11874,"100","1"
"abstract design",1,309861,"100","1"
"floral pattern",18,472934,"100","1"
"spring flowers",5,463233,"100","1"
"flower pattern",8,463019,"100","1"
"botanical pattern",3,70399,"100","1"
"bead weaving",1,45562,"100","1"
"butterfly pattern",3,57643,"100","1"
"printable pattern",1,324397,"100","1"
"spring patterns",2,146086,"100","1"
"banana art",7,16094,"100","1"
"tropical fruit",2,34474,"100","1"
"stained glass style",1,24673,"100","1"
"swimming pool",8,23504,"100","1"
"lido",1,1901,"100","1"
"swimmers",6,96172,"100","1"
"collection",18,790417,"100","1"
"monogram lettering",1,5207,"100","1"
"new zealand map",4,1194,"100","1"
"female silhouette",1,9642,"100","1"
"creative applique",1,2130,"100","1"
"sewing project",3,129034,"100","1"
"pdf digital download",3,727352,"100","1"
"pullover pattern",1,43821,"100","1"
"knitting projects",2,24655,"100","1"
"elegant dress",10,36411,"100","1"
"modern geometric",1,406837,"100","1"
"sewing needlecraft",3,3675496,"100","1"
"boho cross stitch",16,10397,"100","1"
"salon",9,102387,"100","1"
"lace patterns",4,68167,"100","1"
"leisure arts",1,6419,"100","1"
"vintage pattern",3,937993,"100","1"
"friendly",3,677275,"100","1"
"pdf file",8,425470,"100","1"
"funny needlepoint",3,24122,"100","1"
"per my last email",7,951,"100","1"
"subversive",1,15583,"100","1"
"modern christmas",3,316541,"100","1"
"scandi christmas",3,15176,"100","1"
"geometric pattern",5,201522,"100","1"
"square applique",2,9240,"100","1"
"decorative motif",3,7488,"100","1"
"needle punch tools",1,10553,"100","1"
"diy crafting kit",1,405199,"100","1"
"quilt block",5,81680,"100","1"
"cross stitch quilt",9,92114,"100","1"
"cross stitch stars",3,4859,"100","1"
"stitch chart",3,160379,"100","1"
"black dog",18,387538,"100","1"
"benartex",3,16359,"100","1"
"save the bees",3,11871,"100","1"
"christmas card pack",3,39095,"100","1"
"cross stitch cards",2,17178,"100","1"
"reindeer christmas",3,294841,"100","1"
"woodland friends",8,7836,"100","1"
"green cards",2,553175,"100","1"
"dwight schrute",6,6177,"100","1"
"popular tv show",1,922,"100","1"
"funny quotes",24,602713,"100","1"
"make your own",2,48233,"100","1"
"air balloon pattern",1,3167,"100","1"
"vase pattern",1,18573,"100","1"
"floral design",12,873114,"100","1"
"home dcor",1,1452,"100","1"
"sheet set",23,87138,"100","1"
"swirl",8,193427,"100","1"
"crochet thread",2,20692,"100","1"
"needlepoint magnet",3,10344,"100","1"
"japanese crafts",5,103270,"100","1"
"stitched napkins",1,"-","","1"
"embroidered lobster",1,967,"100","1"
"fish scales",2,9017,"100","1"
"colorful modern art",3,180982,"100","1"
"solid",7,1253032,"100","1"
"funky cross stitch",1,779,"100","1"
"toadstools",2,20037,"100","1"
"cute quilt",3,60574,"100","1"
"plant cross stitch",9,9992,"100","1"
"abstract nature",3,96390,"100","1"
"pdf cross stitch",5,355702,"100","1"
