"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"vegan candle",3,103848,"100","9"
"crackling candle",3,2165,"100","5"
"gift candle",3,537057,"100","4"
"holiday candle",4,106720,"100","3"
"modern candle",3,29683,"100","3"
"candle decor",3,864349,"100","3"
"sage candle",4,12203,"100","3"
"organic candle",4,74185,"100","3"
"bookish candle",4,11031,"100","3"
"catholic candle",4,3904,"100","2"
"farmhouse candle",3,30868,"100","2"
"spring candle",3,16855,"100","2"
"literary candle",3,5107,"100","2"
"travel candle",4,9147,"100","1"
"rustic candle",3,30835,"100","1"
"hecate candle",3,693,"100","1"
"home candle",3,892880,"100","1"
"bulk candle",3,10454,"100","1"
"jar candle",3,76616,"100","1"
"hygge candle",3,3436,"100","1"
"sculptural candle",4,1882,"100","1"
"lemon candle",4,6757,"100","1"
"frankincense candle",3,2732,"100","1"
"blueberry candle",4,2573,"100","1"
"citrus candle",3,15613,"100","1"
"groomsman candle",3,475,"100","1"
"butter candle",3,4005,"100","1"
"bergamot candle",3,2044,"100","1"
"spa candle",1,20505,"100","3"
"writing candle",1,2368,"100","3"
"calming candle",2,11133,"100","2"
"concrete candle",2,4635,"100","2"
"handcrafted candle",1,14148,"100","2"
"unscented candle",2,36229,"100","2"
"11oz candle",1,5498,"100","2"
"statement candle",1,1454,"100","1"
"devotional candle",1,1970,"100","1"
"salem candle",2,630,"100","1"
"homebody candle",1,404,"100","1"
"candle bundle",2,11273,"100","1"
"animal candle",1,11255,"100","1"
"honey candle",1,5655,"100","1"
"cedar candle",2,4850,"100","1"
"woodsy candle",2,2647,"100","1"
"nordic candle",1,1318,"100","1"
"art candle",2,110106,"100","1"
"blackberry candle",1,1872,"100","1"
"peace candle",1,4343,"100","1"
"candle instructions",2,1782,"100","1"
"orange candle",2,38470,"100","1"
"cypress candle",1,1064,"100","1"
"herbal candle",1,13293,"100","1"
"minimalist candle",1,18133,"100","1"
"berry candle",1,7452,"100","1"
"grimoire candle",1,704,"100","1"
"intention candle",1,10232,"100","1"
"patriotic candle",2,2094,"100","1"
"moody candle",1,1352,"100","1"
"montana candle",2,606,"100","1"
"botanical candle",2,5609,"100","1"
"soothing candle",1,4013,"100","1"
"mary candle",1,2200,"100","1"
"affirmation candle",2,3869,"100","1"
"summer candle",1,18336,"100","1"
"harvest candle",2,7462,"100","1"
"mothers day candle",303,41900,"100","1"
"dough bowl candle",172,3058,"62","1"
"best selling candle",52,1494,"73","2"
"scented soy candle",48,197402,"100","3"
"funny candle gift",48,124241,"100","1"
"pumpkin pie candle",27,1823,"91","1"
"soy wax candle",23,157405,"100","12"
"candle care card",8,2068,"100","1"
"candle warning label",7,642,"98","4"
"candle care cards",7,2139,"100","1"
"non toxic candle",6,15516,"100","6"
"female body candle",6,517,"97","1"
"cozy fall candle",5,14713,"100","1"
"essential oil candle",4,15187,"100","2"
"frosted glass candle",3,6946,"100","8"
"coconut wax candle",3,32798,"100","5"
"candle care template",3,1876,"100","2"
"pumpkin spice candle",3,9234,"100","2"
"male body candle",3,182,"89","1"
"self care candle",3,29342,"100","1"
"white tea candle",3,7279,"100","1"
"eco friendly candle",2,41007,"100","7"
"soy christmas candle",2,66161,"100","1"
"rose scented candle",2,6556,"100","1"
"hand poured candle",1,57350,"100","9"
"long lasting candle",1,7536,"100","3"
"candle with box",1,33912,"100","2"
"bamboo lid candle",1,"-","","2"
"pure beeswax candle",1,3972,"100","2"
"soy candle gift",1,290661,"100","2"
"slow burning candle",1,531,"100","2"
"candle with lid",1,10467,"100","1"
"soy candle jar",1,45909,"100","1"
"autumn soy candle",1,11716,"100","1"
"halloween soy candle",1,13642,"100","1"
"pink sugar candle",1,1004,"100","1"
"pure soy candle",1,2164,"100","1"
"spa day candle",1,5369,"100","1"
"gift",58648,33152946,"100","1"
"home decor",31986,24385803,"100","4"
"candles",26408,1043349,"80","5"
"gifts for her",20252,5405483,"100","1"
"digital download",16843,8592990,"100","1"
"gift for her",15579,5409638,"100","13"
"halloween decor",14033,1317768,"99","1"
"housewarming gift",13596,1468837,"100","9"
"gifts for mom",13595,3487305,"100","3"
"gift for him",13101,2176606,"100","7"
"birthday gift",11429,6286682,"100","2"
"mothers day gift",10407,1873149,"100","2"
"fall gift",9924,1190171,"100","1"
"gifts for dad",9269,1560627,"100","1"
"gold",9043,6523620,"100","1"
"gift for mom",7459,3484179,"100","2"
"canva template",7354,1135712,"100","1"
"printable",7021,6546736,"100","1"
"graduation gift",6868,780587,"100","1"
"fathers day gift",6690,948759,"100","2"
"stocking stuffer",6159,535836,"97","1"
"christmas gift",6008,7614738,"100","4"
"self care gift",5843,182328,"75","6"
"gifts for boyfriend",5734,371044,"91","2"
"mothers day gifts",5635,1883226,"100","1"
"incense",5504,83322,"59","1"
"lavender",5222,282924,"87","1"
"gifts for girlfriend",4393,521813,"100","2"
"boyfriend gift",4189,371080,"97","1"
"bathroom decor",4055,1714910,"100","1"
"dog memorial gift",3418,219328,"90","1"
"valentine gift",3254,1227386,"100","2"
"wax melts",3209,58355,"63","1"
"new home gift",3088,789942,"100","1"
"house warming gift",2996,120829,"80","4"
"farmhouse decor",2989,1587806,"100","1"
"shelf decor",2859,216698,"94","1"
"palo santo",2713,9108,"26","1"
"couple gift",2505,749490,"100","1"
"book lover gifts",2387,536396,"100","1"
"personalized journal",2289,118054,"86","1"
"witchy gifts",2244,251943,"100","1"
"dark academia decor",2236,122385,"87","1"
"handmade gift",2232,2462067,"100","1"
"cottagecore decor",2106,427700,"100","1"
"editable",2088,2227757,"100","1"
"small",1959,1933177,"100","1"
"beeswax candles",1864,23049,"55","1"
"nursing student",1768,106982,"89","1"
"self care",1716,332646,"100","1"
"bamboo",1738,160730,"98","1"
"cabin decor",1714,230004,"100","1"
"halloween candles",1646,58335,"77","1"
"vanilla",1637,76113,"83","1"
"ramadan",1603,35327,"67","1"
"fall home decor",1456,986281,"100","3"
"dog lover gift",1445,795623,"100","2"
"sample",1425,72566,"85","1"
"bridal gift",1383,893484,"100","1"
"mens gift",1294,8844048,"100","1"
"spooky season",1221,614340,"100","1"
"metal",1263,2318962,"100","1"
"cat lover gift",1220,502790,"100","1"
"gifts for daughter",1101,469921,"100","1"
"pumpkin decor",1038,623714,"100","1"
"girlfriend gift",935,523308,"100","2"
"fall gifts",860,1236991,"100","1"
"unique gift",882,2960562,"100","1"
"vegan",872,320264,"100","1"
"fall candles",819,60273,"93","1"
"dog dad gift",841,223877,"100","1"
"rustic home decor",810,1248042,"100","1"
"soy candles",778,398120,"100","2"
"halloween gift",785,1612284,"100","1"
"scented candles",796,275474,"100","1"
"handmade gifts",776,2462603,"100","1"
"table decor",752,715166,"100","1"
"tins",718,169936,"100","1"
"small business",698,195711,"100","1"
"islamic gifts",719,45440,"90","1"
"bookish gift",608,374362,"100","1"
"reading nook decor",515,31981,"90","1"
"nurse retirement",495,15754,"75","1"
"handmade candles",473,119255,"100","1"
"instant download",440,3673189,"100","3"
"unique candles",407,81513,"100","3"
"spooky decor",411,629729,"100","1"
"islamic home decor",435,46799,"100","1"
"holiday gift",418,3250787,"100","1"
"christmas gift set",330,379614,"100","1"
"gift for coworker",326,354873,"100","1"
"patchouli",343,9584,"72","1"
"nikkah",268,12215,"83","1"
"valentine day gift",303,974039,"100","1"
"best gift",289,1211220,"100","1"
"nurse graduation",314,136409,"100","1"
"self care gifts",325,178978,"100","1"
"book candles",273,21458,"95","1"
"minimalist decor",229,1325482,"100","1"
"eid gifts",236,32706,"100","1"
"national park gift",232,94851,"100","1"
"pressed flower",218,67316,"100","1"
"summer decor",256,653223,"100","1"
"catholic home decor",238,105682,"100","1"
"script font",246,33838,"100","1"
"selfcare",150,103507,"100","2"
"stress relief gift",207,39014,"100","2"
"aesthetic decor",156,735690,"100","2"
"modern home decor",198,1775804,"100","2"
"greek mythology gift",191,13970,"93","1"
"witch gift",174,297170,"100","1"
"pet lover gift",193,669754,"100","1"
"gift for dog lover",199,791608,"100","1"
"nature lover gift",202,456828,"100","1"
"mizzou",204,1504,"43","1"
"soy wax",100,158257,"100","5"
"xmas gift",94,1444836,"100","2"
"lavender gift",142,96284,"100","1"
"ghost decor",132,391124,"100","1"
"encouragement gift",105,84696,"100","1"
"pumpkin candles",123,30196,"100","1"
"natural",130,2047064,"100","1"
"santal",103,964,"49","1"
"gift for home",92,12077809,"100","1"
"new beginnings gift",103,12609,"100","1"
"vegan gift",127,189915,"100","1"
"nature decor",119,1051677,"100","1"
"wood bowl",127,40823,"100","1"
"graduation present",113,47275,"100","1"
"homemade",123,177403,"100","1"
"printable guide",103,102108,"100","1"
"coconut soy wax",46,16378,"100","4"
"frosted glass",58,83702,"100","2"
"relaxation gift",33,117123,"100","1"
"do not disturb",49,459176,"100","1"
"ceramic pumpkin",85,30806,"100","1"
"aromatherapy candles",47,58455,"100","1"
"dough bowl",87,9126,"100","1"
"dough bowl candles",31,2948,"99","1"
"selflove",53,41146,"100","1"
"barista gift",33,25561,"100","1"
"home fragrance",10,758155,"100","7"
"vegan soy wax",1,30985,"100","4"
"coconut wax",8,35648,"100","4"
"non toxic",5,32660,"100","4"
"custom planters",1,7050,"100","3"
"cozy home decor",8,659499,"100","3"
"virgin mary gift",3,23902,"100","2"
"phthalate free",2,9253,"100","2"
"lip pot",1,744,"100","2"
"clean fragrance",1,27121,"100","2"
"all natural",3,82036,"100","2"
"soy wax candles",18,157501,"100","2"
"jar container",1,125537,"100","2"
"fall scent",2,33325,"100","2"
"samhain gift",1,4149,"100","1"
"schweddy balls",3,44,"58","1"
"gen x humor",1,4344,"100","1"
"loft home decor",2,8084,"100","1"
"fall vibes",18,283396,"100","1"
"home altar decor",1,59314,"100","1"
"pink bow journal",2,2811,"100","1"
"custom name journal",6,25969,"100","1"
"bridesmaid gift idea",2,34613,"100","1"
"teacher gift idea",3,123997,"100","1"
"nag champa",6,1988,"100","1"
"funny gift for mom",4,683092,"100","1"
"hygge home decor",4,17784,"100","1"
"gifts from daughter",1,101639,"100","1"
"farmhouse candles",2,30094,"100","1"
"rustic candles",3,32917,"100","1"
"soy",1,396742,"100","1"
"luxury candles",8,24237,"100","1"
"pumpkin pie spice",2,4182,"100","1"
"spiritual gift ideas",3,36279,"100","1"
"witch gift ideas",1,11142,"100","1"
"cinnamon vanilla",1,6025,"100","1"
"cinnamon candles",3,13720,"100","1"
"gift for mothers day",2,1884125,"100","1"
"eclectic candles",1,8034,"100","1"
"sustainable",8,190751,"100","1"
"coconut apricot wax",2,12877,"100","1"
"recycled glass",8,79397,"100","1"
"linen bag",6,19135,"100","1"
"2 inch label",1,20637,"100","1"
"icu nurse gift",1,43547,"100","1"
"icu retirement",1,"-","","1"
"braidmaid gift",1,16,"60","1"
"autumn home decor",5,572711,"100","1"
"autumn candles",4,31530,"100","1"
"netflix and chill",1,1289,"100","1"
"mom gift idea",4,259214,"100","1"
"boundary gift",1,6288,"100","1"
"letting go gift",2,463,"100","1"
"glass jar",9,96504,"100","1"
"gift set for her",5,247293,"100","1"
"earthy fragrance",1,4317,"100","1"
"dolce far niente",5,1469,"100","1"
"mental health day",1,33728,"100","1"
"witches brew",4,21532,"100","1"
"love gift",14,2062965,"100","1"
"handmade home goods",1,6102,"100","1"
"gift for cat mom",5,228117,"100","1"
"dog home decor",22,666753,"100","1"
"self care spa gift",3,24014,"100","1"
"dark aesthetic",10,141749,"100","1"
"montana gift",2,19648,"100","1"
"montana decor",3,20609,"100","1"
"botanical decor",7,556910,"100","1"
"missouri tigers",2,1325,"100","1"
"team candles",1,5779,"100","1"
"coconut candles",1,60764,"100","1"
"bread bowl",14,6171,"100","1"
"natural candles",8,71711,"100","1"
"catholic gifts women",3,52515,"100","1"
"our lady lourdes",1,"-","","1"
"stella maris",2,957,"100","1"
"student gift",3,501924,"100","1"
"selfcare gift",2,49732,"100","1"
"uplifting gift",3,48884,"100","1"
"new chapter gift",7,7470,"100","1"
"minimalist design",1,415493,"100","1"
"nostalgic fragrance",1,2058,"100","1"
"pineapple sage",1,452,"100","1"
"aromatherapy gift",3,68039,"100","1"
"relaxation decor",1,58275,"100","1"
"spa day essentials",1,3536,"100","1"
"coffee scented",1,7450,"100","1"
"candles for men",4,26393,"100","1"
"banned books",16,18118,"100","1"
"toasted marshmallow",15,1753,"100","1"
