"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"cat lover",401,577383,"100","1"
"honey bee",419,82360,"100","1"
"needlepoint charts",400,65436,"100","1"
"affirmation",363,307681,"100","1"
"constellation",308,65265,"100","1"
"cactus wall art",313,48977,"100","1"
"wall decoration",284,768565,"100","1"
"animal pattern",253,396143,"100","1"
"summer decor",256,653223,"100","1"
"home decorations",257,2106130,"100","1"
"iron on transfer",226,216304,"100","1"
"diy craft kit",220,470387,"100","1"
"digital pattern",211,1645527,"100","8"
"wall decor art",198,14890604,"100","2"
"phlox",212,1559,"43","1"
"winter crafts",198,462173,"100","1"
"contemporary art",197,770958,"100","1"
"book cross stitch",203,22087,"100","1"
"blue bird",203,168167,"100","1"
"nature lover gift",202,456828,"100","1"
"summer crafts",187,449990,"100","1"
"catherine",160,9339,"88","2"
"wicca",150,74595,"100","1"
"craft gift",168,4702222,"100","1"
"empress",127,8263,"91","2"
"crafting",135,16653918,"100","1"
"kitten pattern",126,20392,"100","1"
"gift for dancer",129,174810,"100","1"
"floral wreath",143,161870,"100","1"
"beginner",103,342908,"100","2"
"bunny pattern",103,77093,"100","1"
"pattern pdf",112,1227780,"100","1"
"nostalgic art",109,71392,"100","1"
"cat pattern",111,126064,"100","1"
"moon wall art",104,158801,"100","1"
"wedding keepsake",108,152956,"100","1"
"girl power",82,91842,"100","2"
"lamp pattern",93,10723,"100","1"
"queen bee",88,14196,"100","1"
"pdf download",71,1294194,"100","4"
"girl boss",58,56286,"100","3"
"handmade lampshade",53,3143,"89","2"
"floral decor",55,1944852,"100","1"
"peacock feathers",42,18939,"100","1"
"you got this",52,30345,"100","1"
"pdf template",37,552551,"100","1"
"january",29,62207,"100","1"
"motivational quote",13,341101,"100","1"
"empowerment",32,222458,"100","1"
"floral pattern",18,472934,"100","1"
"cactus design",22,24005,"100","1"
"embroidered gift",17,647927,"100","1"
"iron on",33,569387,"100","1"
"tahoe",16,12631,"100","1"
"cute stitch design",13,20801,"100","1"
"vintage cross stitch",34,99917,"100","1"
"embroidered cushion",12,11667,"100","1"
"indoor garden",19,155092,"100","1"
"flower cross stitch",18,78291,"100","1"
"cross stitch pdf",13,355683,"100","1"
"inspirational quote",20,566548,"100","1"
"metallic thread",12,6499,"100","1"
"pdf pattern",4,1236972,"100","14"
"hoop art",2,89081,"100","10"
"cross stitch chart",8,170609,"100","4"
"beginner kit",2,179095,"100","3"
"learn to embroider",2,1457,"100","3"
"crafts and hobbies",2,2422532,"100","3"
"handmade with love",3,251687,"100","3"
"botanical pattern",3,70399,"100","3"
"beginner pattern",2,258321,"100","3"
"how to embroider",1,50047,"100","3"
"the great",1,664352,"100","2"
"huzzah",8,787,"100","2"
"strong women",8,110675,"100","2"
"murderino",1,2403,"100","2"
"flipping the bird",4,1014,"100","2"
"wildflower pattern",2,27877,"100","2"
"thread painting",3,3023,"100","2"
"beginner friendly",1,53238,"100","2"
"upcycling",1,6085,"100","2"
"tamar nahir",1,13,"56","2"
"gifts under 25",2,35904,"100","2"
"butterfly pattern",3,57643,"100","2"
"downloadable pdf",1,67037,"100","2"
"beginner project",1,16767,"100","2"
"needlepoint design",4,68707,"100","2"
"beginner needlepoint",2,33657,"100","2"
"floral designs",8,168278,"100","2"
"sunflower design",2,79290,"100","1"
"flower mandala",2,28788,"100","1"
"reach for the stars",6,2260,"100","1"
"elephant pattern",4,20443,"100","1"
"elephant art",10,88789,"100","1"
"cosmos flower",7,6924,"100","1"
"garden flowers",2,580349,"100","1"
"flower design",3,670313,"100","1"
"needlecraft",1,3826569,"100","1"
"cactus decor",10,90057,"100","1"
"contemporary",1,1003127,"100","1"
"pdf file",8,425470,"100","1"
"stitch patterns",2,809392,"100","1"
"embroidered flower",10,75954,"100","1"
"stitch guide",2,10368,"100","1"
"lobster roll",3,795,"100","1"
"floral monogram",7,64783,"100","1"
"floral alphabet",8,20372,"100","1"
"full alphabet",1,4615,"100","1"
"printable stick and stitch",2,895,"100","1"
"wildflower art",9,200055,"100","1"
"iron on pattern",1,32282,"100","1"
"pattern beginner",1,208713,"100","1"
"sierra",4,14196,"100","1"
"digital pdf",4,1139831,"100","1"
"diy tote bag",2,9352,"100","1"
"custom initial",3,179240,"100","1"
"sashiko pattern",5,2528,"100","1"
"japanese sashiko",1,3202,"100","1"
"quilting pattern",8,347714,"100","1"
"visible mending",5,1380,"100","1"
"illusion art",7,38579,"100","1"
"peacock ornament",4,1801,"100","1"
"slow evenings",1,33,"76","1"
"teen decor",4,175804,"100","1"
"black cat pattern",2,24711,"100","1"
"aubrey beardsley",5,483,"99","1"
"minimalist design",1,415493,"100","1"
"needlework",8,108230,"100","1"
"spring rabbit",1,96088,"100","1"
"simple cross stitch",8,25390,"100","1"
"pdf cross stitch",5,355702,"100","1"
"trendy cross stitch",1,2978,"100","1"
"wildflower design",1,61591,"100","1"
"80s inspired",1,437,"100","1"
"lamp shade pattern",2,1728,"100","1"
"minimalist hoop",2,63648,"100","1"
"diy home decor",3,483436,"100","1"
"potted plants",8,28830,"100","1"
"floral hoop",2,34379,"100","1"
"flower pattern",8,463019,"100","1"
"printable pattern",1,324397,"100","1"
"spring patterns",2,146086,"100","1"
"butterfly designs",2,24156,"100","1"
"wall art diy",2,311457,"100","1"
"rose dagger",1,1101,"100","1"
"embroidered picture",2,6328,"100","1"
"needlework pattern",2,61160,"100","1"
"pascua",1,1287,"100","1"
"bordado floral",3,"-","","1"
"hecho a mano",5,2262,"100","1"
"abstract flowers",8,244282,"100","1"
"embroidered bouquet",3,2212,"100","1"
"embroidered flowers",3,76159,"100","1"
"bride groom gift",1,103603,"100","1"
"pastel flowers",3,136928,"100","1"
"floral patterns",4,468211,"100","1"
"swear word",1,9473,"100","1"
"mental health stitch",3,1474,"100","1"
"pink and purple",2,990969,"100","1"
"little girl",4,311598,"100","1"
"artsy",4,73117,"100","1"
"floral butterfly",3,155910,"100","1"
"flower power",3,45823,"100","1"
"lampshade pattern",5,1514,"100","1"
"handmade lantern",1,10575,"100","1"
"sleeping eye mask",1,3837,"100","1"
"crewel pattern",3,48534,"100","1"
"delft house",3,632,"100","1"
"new year decor",3,160535,"100","1"
"seahorse design",1,3614,"100","1"
